href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=256,mandarin1,female,"['shanxi', 'province,', 'shanxi,', 'china']","mandarin
(cmn)",['none'],"26,",13.0,academic,['usa'],2.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=257,mandarin2,female,"['nanjing,', 'china']","mandarin
(cmn)","['japanese', '']","38,",14.0,academic,['usa'],0.8,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=258,mandarin3,male,"['jilin', 'city,', 'jilin,', 'china']","mandarin
(cmn)","['italian', 'german', 'french', '']","43,",10.0,academic,['usa'],14.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=259,mandarin4,female,"['shanghai,', 'china']","mandarin
(cmn)","['japanese', '']","24,",6.0,academic,['usa'],1.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=260,mandarin5,female,"['beijing,', 'china']","mandarin
(cmn)",['none'],"31,",12.0,academic,['usa'],2.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=261,mandarin6,female,"['le', 'shan,', 'sichuan,', 'china']","mandarin
(cmn)",['none'],"28,",12.0,academic,['usa'],5.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=262,mandarin7,male,"['berkeley,', 'california,', 'usa']","mandarin
(cmn)","['mandarin', '']","22,",5.0,naturalistic,['usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=430,mandarin8,male,"['jingmen,', 'hubei,', 'china']","mandarin
(cmn)",['none'],"29,",12.0,academic,['usa'],5.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=451,mandarin9,male,"['shanghai,', 'china']","mandarin
(cmn)",['none'],"38,",12.0,academic,['usa'],2.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=491,mandarin10,male,"['beijing,', 'china']","mandarin
(cmn)",['none'],"19,",3.0,academic,"['south', 'africa']",3.75,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=607,mandarin11,female,"['kao-hsiung,', 'taiwan']","mandarin
(cmn)","['cantonese', '']","53,",13.0,academic,['usa'],33.0,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=623,mandarin12,male,"['singapore,', 'singapore']","mandarin
(cmn)","['cantonese', 'spanish', 'french', '']","23,",1.0,naturalistic,"['singapore,', 'uk']",23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=685,mandarin13,male,"['nantou,', 'taiwan']","mandarin
(cmn)","['taiwanese', '']","29,",13.0,academic,[''],0.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=719,mandarin14,male,"['dalian,', 'liaoning,', 'china']","mandarin
(cmn)",['none'],"49,",20.0,academic,['usa'],21.0,49
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=746,mandarin15,female,"['tainan,', 'taiwan']","mandarin
(cmn)","['french', 'swedish', 'japanese', '']","28,",11.0,academic,"['new', 'zealand,', 'usa,', 'uk']",4.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=750,mandarin16,male,"['taipei,', 'taiwan']","mandarin
(cmn)","['taiwanese', 'japanese', '']","32,",10.0,academic,['usa'],1.35,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=796,mandarin17,male,"['wuhan,', 'hubei,', 'china']","mandarin
(cmn)",['none'],"26,",13.0,academic,['canada'],2.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=872,mandarin18,female,"['taoyuan,', 'taiwan']","mandarin
(cmn)","['hakka', '']","29,",13.0,academic,[''],0.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=916,mandarin19,male,"['qinzhou,', 'guangxi,', 'china']","mandarin
(cmn)",['none'],"27,",13.0,academic,['australia'],0.33,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=931,mandarin20,female,"['ping', 'tong,', 'taiwan']","mandarin
(cmn)","['russian', '']","40,",12.0,academic,['usa'],5.0,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=984,mandarin21,female,"['chengdu,', 'sichuan,', 'china']","mandarin
(cmn)",['none'],"38,",9.0,academic,['usa'],13.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1019,mandarin22,female,"['haikou,', 'hainan,', 'china']","mandarin
(cmn)","['cantonese', 'taiwanese', '']","39,",11.0,academic,['usa'],3.0,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1044,mandarin23,female,"['kao-hsiung,', 'taiwan']","mandarin
(cmn)","['cantonese', 'taiwanese', '']","46,",13.0,academic,['usa'],22.0,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1089,mandarin24,female,"['shanghai,', 'china']","mandarin
(cmn)",['none'],"21,",10.0,academic,[''],0.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1125,mandarin25,female,"['wuxi,', 'jiangsu,', 'china']","mandarin
(cmn)","['german', '']","28,",13.0,academic,['usa'],0.8,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1141,mandarin26,female,"['emei,', 'sichuan,', 'china']","mandarin
(cmn)",['none'],"31,",12.0,academic,['usa'],3.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1154,mandarin27,male,"['chengdu,', 'sichuan,', 'china']","mandarin
(cmn)",['none'],"18,",15.0,academic,['usa'],3.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1447,mandarin28,male,"['shanghai,', 'china']","mandarin
(cmn)",['none'],"45,",15.0,academic,['usa'],20.0,45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1490,mandarin29,male,"['lanzhou,', 'gansu,', 'china']","mandarin
(cmn)",['none'],"24,",4.0,academic,[''],0.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1491,mandarin30,male,"['taipei,', 'taiwan']","mandarin
(cmn)",['none'],"27,",13.0,academic,['usa'],1.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1519,mandarin31,female,"['wenzhou,', 'zhejiang,', 'china']","mandarin
(cmn)",['none'],"26,",13.0,academic,['usa'],2.5,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1527,mandarin32,female,"['taipei,', 'taiwan']","mandarin
(cmn)","['japanese', '']","23,",12.0,academic,['usa'],2.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1541,mandarin33,male,"['beijing,', 'china']","mandarin
(cmn)","['french', '']","25,",6.0,naturalistic,"['thailand,', 'australia,', 'usa']",20.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1578,mandarin34,female,"['shi', 'jia', 'zhuang,', 'hebei,', 'china']","mandarin
(cmn)","['japanese', '']","31,",13.0,academic,[''],0.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1579,mandarin35,female,"['yantai,', 'shandong,', 'china']","mandarin
(cmn)","['japanese', '']","27,",12.0,academic,[''],0.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1580,mandarin36,female,"['beijing,', 'china']","mandarin
(cmn)",['none'],"32,",10.0,academic,[''],0.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1581,mandarin37,female,"['huhot,', 'nei', 'meng', 'gu,', 'china']","mandarin
(cmn)",['none'],"32,",12.0,academic,[''],0.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1582,mandarin38,female,"['changsha,', 'hunan,', 'china']","mandarin
(cmn)",['none'],"33,",12.0,academic,"['australia,', 'usa']",0.1,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1583,mandarin39,female,"['tie', 'ling,', 'liaoning,', 'china']","mandarin
(cmn)","['russian', '']","24,",12.0,academic,[''],0.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1614,mandarin40,male,"['chengdu,', 'sichuan,', 'china']","mandarin
(cmn)","['japanese', 'thai', '']","28,",12.0,academic,"['singapore,', 'usa']",9.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1615,mandarin41,female,"['songyuan,', 'jilin,', 'china']","mandarin
(cmn)",['none'],"34,",13.0,academic,[''],0.0,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1616,mandarin42,female,"['yanbian,', 'jilin,', 'china']","mandarin
(cmn)",['none'],"47,",16.0,academic,[''],0.0,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1617,mandarin43,female,"['datong,', 'shanxi,', 'china']","mandarin
(cmn)",['none'],"24,",15.0,academic,[''],0.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1630,mandarin44,male,"['hangzhou,', 'zhejiang,', 'china']","mandarin
(cmn)",['none'],"21,",16.0,academic,['usa'],1.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1631,mandarin45,female,"['beijing,', 'china']","mandarin
(cmn)",['none'],"42,",12.0,academic,"['usa,', 'australia']",0.1,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1636,mandarin46,female,"['jilin', 'city,', 'jilin,', 'china']","mandarin
(cmn)","['arabic', '']","43,",9.0,academic,[''],0.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1644,mandarin47,female,"['beijing,', 'china']","mandarin
(cmn)","['japanese', 'french', '']","28,",8.0,academic,[''],0.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1645,mandarin48,male,"['pingdingshan,', 'henan,', 'china']","mandarin
(cmn)",['none'],"37,",12.0,academic,[''],0.0,37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1736,mandarin49,male,"['shanghai,', 'china']","mandarin
(cmn)","['french', '']","21,",10.0,academic,['australia'],2.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1788,mandarin50,male,"['hsinchu,', 'taiwan']","mandarin
(cmn)","['taiwanese', '']","25,",9.0,academic,['usa'],0.2,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1792,mandarin51,male,"['tianjin,', 'hebei,', 'china']","mandarin
(cmn)",['none'],"25,",10.0,academic,['usa'],2.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1793,mandarin52,female,"['shaoxing,', 'zhejiang,', 'china']","mandarin
(cmn)","['japanese', '']","26,",6.0,academic,['usa'],1.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1817,mandarin53,female,"['ningbo,', 'zhejiang,', 'china']","mandarin
(cmn)",['none'],"38,",13.0,academic,['usa'],15.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1900,mandarin54,female,"['chengdu,', 'sichuan,', 'china']","mandarin
(cmn)","['japanese', '']","25,",10.0,academic,['usa'],5.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1909,mandarin55,female,"['loudi,', 'hunan,', 'china']","mandarin
(cmn)","['japanese', 'spanish', '']","25,",13.0,academic,['usa'],1.5,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1910,mandarin56,female,"['baoding,', 'hebei,', 'china']","mandarin
(cmn)","['korean', 'thai', '']","26,",11.0,academic,['usa'],0.7,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1990,mandarin57,male,"['shanghai,', 'china']","mandarin
(cmn)","['cantonese', '']","20,",12.0,academic,['uk'],0.2,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2000,mandarin58,male,"['superior,', 'colorado,', 'usa']","mandarin
(cmn)","['french', '']","23,",7.0,naturalistic,['usa'],16.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2019,mandarin59,female,"['kunming,', 'yunnan,', 'china']","mandarin
(cmn)",['none'],"20,",6.0,academic,['usa'],0.4,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2109,mandarin60,female,"['guiyang,', 'guizhou,', 'china']","mandarin
(cmn)","['cantonese', '']","41,",13.0,academic,['usa'],15.0,41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2116,mandarin61,female,"['shangrao,', 'jiangxi,', 'china']","mandarin
(cmn)","['cantonese', '']","33,",16.0,academic,"['northern', 'mariana', 'islands']",17.0,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2117,mandarin62,male,"['shanghai,', 'china']","mandarin
(cmn)","['spanish', '']","24,",7.0,academic,['usa'],5.5,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2119,mandarin63,male,"['jiaozuo,', 'henan,', 'china']","mandarin
(cmn)","['french', '']","27,",12.0,academic,['usa'],4.3,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2129,mandarin64,female,"['fuzhou,', 'fujian,', 'china']","mandarin
(cmn)","['min', 'dong', '']","24,",10.0,academic,['usa'],5.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2173,mandarin65,female,"['tianjin,', 'hebei,', 'china']","mandarin
(cmn)","['french', '']","20,",5.0,academic,['usa'],1.7,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2252,mandarin66,female,"['shanghai,', 'china']","mandarin
(cmn)","['spanish', '']","22,",19.0,academic,['usa'],3.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2274,mandarin67,male,"['nanjing,', 'china']","mandarin
(cmn)",['none'],"23,",13.0,academic,[''],0.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2281,mandarin68,male,"['dongyang,', 'zhejiang,', 'china']","mandarin
(cmn)",['none'],"23,",10.0,academic,[''],0.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2282,mandarin69,male,"['taizhou,', 'jiangsu,', 'china']","mandarin
(cmn)","['german', '']","22,",12.0,academic,[''],0.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2291,mandarin70,female,"['shanghai,', 'china']","mandarin
(cmn)","['japanese', '']","21,",8.0,academic,['usa'],2.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2294,mandarin71,female,"['chengdu,', 'sichuan,', 'china']","mandarin
(cmn)","['french', '']","20,",6.0,academic,['usa'],0.2,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2306,mandarin72,female,"['taichung,', 'taiwan']","mandarin
(cmn)","['taiwanese', '']","22,",10.0,academic,['usa'],10.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2319,mandarin73,female,"['chengdu,', 'sichuan,', 'china']","mandarin
(cmn)",['none'],"27,",10.0,academic,['usa'],10.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2323,mandarin74,male,"['shenzhen,', 'china']","mandarin
(cmn)",['none'],"19,",13.0,naturalistic,['usa'],4.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2332,mandarin75,male,"['taipei,', 'taiwan']","mandarin
(cmn)","['taiwanese', '']","20,",13.0,naturalistic,['usa'],6.5,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2348,mandarin76,male,"['zhengzhou,', 'henan,', 'china']","mandarin
(cmn)",['none'],"29,",12.0,academic,['usa'],5.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2355,mandarin77,female,"['jingjiang,', 'jiangsu,', 'china']","mandarin
(cmn)","['german', '']","20,",8.0,academic,[''],0.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2360,mandarin78,female,"['ganzhou,', 'jiangxi,', 'china']","mandarin
(cmn)","['japanese', 'korean', '']","20,",6.0,academic,[''],0.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2365,mandarin79,female,"['johor', 'bahru,', 'malaysia']","mandarin
(cmn)","['malay', 'hokkien', 'cantonese', 'korean', 'japanese', '']","19,",2.0,academic,['australia'],0.1,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2413,mandarin80,male,"[""xi'an,"", 'shanxi,', 'china']","mandarin
(cmn)",['none'],"21,",10.0,academic,['usa'],1.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2414,mandarin81,female,"['suzhou,', 'jiangsu,', 'china']","mandarin
(cmn)",['none'],"22,",10.0,academic,['usa'],0.1,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2418,mandarin82,female,"['wuhai,', 'china']","mandarin
(cmn)",['none'],"23,",13.0,academic,['usa'],0.1,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2419,mandarin83,female,"['zhengzhou,', 'henan,', 'china']","mandarin
(cmn)",['none'],"26,",12.0,academic,['usa'],1.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2420,mandarin84,female,"['zhengzhou,', 'henan,', 'china']","mandarin
(cmn)",['none'],"24,",10.0,academic,['usa'],1.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2421,mandarin85,female,"['changsha,', 'hunan,', 'china']","mandarin
(cmn)",['none'],"23,",10.0,academic,['usa'],1.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2423,mandarin86,female,"['shenyang,', 'liaoning,', 'china']","mandarin
(cmn)",['none'],"22,",7.0,academic,['usa'],0.1,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2435,mandarin87,female,"['lanzhou,', 'gansu,', 'china']","mandarin
(cmn)",['none'],"22,",7.0,academic,['usa'],1.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2447,mandarin88,male,"['anqing,', 'anhui,', 'china']","mandarin
(cmn)","['japanese', '']","23,",8.0,academic,[''],0.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2448,mandarin89,male,"['taiyuan,', 'shanxi,', 'china']","mandarin
(cmn)",['none'],"19,",12.0,academic,['usa'],1.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2461,mandarin90,male,"['chengdu,', 'sichuan,', 'china']","mandarin
(cmn)",['none'],"27,",8.0,academic,['usa'],0.8,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2463,mandarin91,male,"['tongcheng,', 'anhui,', 'china']","mandarin
(cmn)",['none'],"22,",13.0,academic,[''],0.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2469,mandarin92,female,"[""huai'an,"", 'jiangsu,', 'china']","mandarin
(cmn)",['none'],"23,",10.0,academic,[''],0.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2474,mandarin93,female,"[""xi'an,"", 'shanxi,', 'china']","mandarin
(cmn)","['french', '']","22,",6.0,academic,['usa'],0.3,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2477,mandarin94,male,"['baotou,', 'inner', 'mongolia,', 'china']","mandarin
(cmn)",['none'],"23,",8.0,academic,['usa'],0.3,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2483,mandarin95,female,"['yangxin,', 'hubei,', 'china']","mandarin
(cmn)","['arabic', '']","29,",11.0,academic,['usa'],2.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2494,mandarin96,female,"['qingdao,', 'shandong,', 'china']","mandarin
(cmn)",['none'],"27,",9.0,academic,['usa'],5.4,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2523,mandarin97,female,"['jiujiang,', 'jiangxi,', 'china']","mandarin
(cmn)",['none'],"28,",11.0,academic,"['hong', 'kong']",1.5,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2524,mandarin98,female,"['nanchang,', 'jiangxi,', 'china']","mandarin
(cmn)",['none'],"25,",11.0,academic,['australia'],1.5,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2529,mandarin99,female,"['nanchang,', 'jiangxi,', 'china']","mandarin
(cmn)",['none'],"26,",9.0,academic,['uk'],1.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2530,mandarin100,female,"['wuhan,', 'hubei,', 'china']","mandarin
(cmn)",['none'],"25,",13.0,academic,[''],0.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2531,mandarin101,female,"['jiujiang,', 'jiangxi,', 'china']","mandarin
(cmn)","['japanese', '']","23,",10.0,academic,[''],0.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2532,mandarin102,female,"['huanggang,', 'hubei,', 'china']","mandarin
(cmn)","['japanese', '']","27,",10.0,academic,[''],0.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2538,mandarin103,female,"['le', 'shan,', 'sichuan,', 'china']","mandarin
(cmn)","['french', '']","27,",12.0,academic,['usa'],1.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2539,mandarin104,female,"['beijing,', 'china']","mandarin
(cmn)",['none'],"29,",7.0,academic,['usa'],2.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2540,mandarin105,female,"['tongliao,', 'inner', 'mongolia,', 'china']","mandarin
(cmn)","['cantonese', 'korean', '']","26,",12.0,academic,['usa'],2.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2542,mandarin106,female,"[""xi'an,"", 'shanxi,', 'china']","mandarin
(cmn)",['none'],"25,",2.0,academic,['usa'],5.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2554,mandarin107,female,"['taiyuan,', 'shanxi,', 'china']","mandarin
(cmn)","['cantonese', 'korean', 'japanese', '']","26,",8.0,academic,['australia'],1.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2557,mandarin108,female,"['nanning,', 'guangxi,', 'china']","mandarin
(cmn)","['cantonese', '']","26,",14.0,academic,['australia'],5.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2559,mandarin109,female,"[""xi'an,"", 'shanxi,', 'china']","mandarin
(cmn)","['french', '']","23,",4.0,academic,['australia'],0.5,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2560,mandarin110,female,"['panjin,', 'liaoning,', 'china']","mandarin
(cmn)","['french', 'german', 'ancient', 'greek', 'latin', '']","24,",7.0,academic,['australia'],2.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2562,mandarin111,female,"['beijing,', 'china']","mandarin
(cmn)",['none'],"23,",6.0,academic,['australia'],0.2,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2564,mandarin112,male,"['tianjin,', 'china']","mandarin
(cnm)",['none'],"26,",6.0,academic,['usa'],0.8,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2566,mandarin113,male,"['hohhot,', 'inner', 'mongolia,', 'china']","mandarin
(cmn)",['none'],"29,",10.0,academic,['usa'],0.8,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2599,mandarin114,female,"['beijing,', 'china']","mandarin
(cmn)",['none'],"19,",13.0,academic,['usa'],6.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2675,mandarin115,male,"['urumqi,', 'xinjiang,', 'china']","mandarin
(cmn)","['latin', '']","19,",5.0,academic,[''],0.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2677,mandarin116,male,"['baotou,', 'inner', 'mongolia,', 'china']","mandarin
(cmn)","['mongolian', 'french', '']","24,",9.0,academic,['usa'],1.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2678,mandarin117,male,"['changchun,', 'jilin,', 'china']","mandarin
(cmn)",['none'],"25,",9.0,academic,['usa'],6.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2679,mandarin118,female,"[""xi'an,"", 'shanxi,', 'china']","mandarin
(cmn)",['none'],"24,",9.0,academic,['usa'],1.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2699,mandarin119,female,"['changchun,', 'jilin,', 'china']","mandarin
(cmn)",['none'],"24,",7.0,academic,['usa'],1.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2700,mandarin120,male,"['chengde,', 'hebei,', 'china']","mandarin
(cmn)",['none'],"24,",10.0,academic,['usa'],0.1,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2708,mandarin121,female,"['huangshan,', 'anhui,', 'china']","mandarin
(cmn)",['none'],"30,",13.0,academic,['usa'],5.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2711,mandarin122,male,"[""xi'an,"", 'shanxi,', 'china']","mandarin
(cmn)",['none'],"26,",6.0,academic,['usa'],1.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2714,mandarin123,male,"['chengdu,', 'sichuan,', 'china']","mandarin
(cmn)",['none'],"21,",6.0,academic,['usa'],1.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2716,mandarin124,female,"['chongqing,', 'china']","mandarin
(cmn)",['none'],"33,",13.0,academic,['usa'],3.2,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2719,mandarin125,female,"['changchun,', 'jilin,', 'china']","mandarin
(cmn)",['none'],"24,",6.0,academic,['usa'],1.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2726,mandarin126,male,"['yulin,', 'shanxi,', 'china']","mandarin
(cmn)","['italian', '']","24,",8.0,academic,['usa'],2.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2748,mandarin127,male,"['shenyang,', 'liaoning,', 'china']","mandarin
(cmn)","['cantonese', 'dutch', '']","25,",15.0,academic,['usa'],3.3,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2772,mandarin128,female,"['cixi,', 'zhejiang,', 'china']","mandarin
(cmn)",['none'],"21,",7.0,academic,['usa'],2.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2773,mandarin129,female,"['luoyang,', 'henan,', 'china']","mandarin
(cmn)",['none'],"22,",12.0,academic,['usa'],0.3,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2798,mandarin130,female,"['weifang,', 'shandong,', 'china']","mandarin
(cmn)",['none'],"22,",7.0,academic,['usa'],6.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2836,mandarin131,male,"['shenzhen,', 'guangdong,', 'china']","mandarin
(cmn)","['cantonese', '']","20,",6.0,academic,['usa'],0.8,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2837,mandarin132,female,"['dangyang,', 'hubei,', 'china']","mandarin
(cmn)",['none'],"21,",2.0,academic,['usa'],5.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2876,mandarin133,female,"['beijing,', 'china']","mandarin
(cmn)",['none'],"26,",10.0,academic,['usa'],3.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2877,mandarin134,male,"['luoyang,', 'henan,', 'china']","mandarin
(cmn)",['none'],"27,",9.0,academic,['usa'],10.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2878,mandarin135,male,"['langfang,', 'hebei,', 'china']","mandarin
(cmn)",['none'],"25,",9.0,academic,['usa'],7.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2879,mandarin136,female,"['shenyang,', 'liaoning,', 'china']","mandarin
(cmn)",['none'],"20,",10.0,academic,['usa'],2.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2880,mandarin137,female,"[""xi'an,"", 'shanxi,', 'china']","mandarin
(cmn)",['none'],"20,",10.0,academic,['usa'],1.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2881,mandarin138,female,"['chongqing,', 'china']","mandarin
(cmn)",['none'],"21,",7.0,academic,['usa'],0.1,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2882,mandarin139,male,"['kunming,', 'yunnan,', 'china']","mandarin
(cmn)",['none'],"23,",14.0,academic,['usa'],3.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2883,mandarin140,male,"['xuzhou,', 'jiangsu,', 'china']","mandarin
(cmn)",['none'],"22,",7.0,academic,['usa'],0.2,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2884,mandarin141,female,"['beijing,', 'china']","mandarin
(cmn)",['none'],"21,",6.0,academic,['usa'],1.0,21
